ecriture_id,date_ecriture,journal,numero_piece,compte_debit,compte_credit,montant,libelle,centre_cout,projet,statut
504,2024-08-25,TR,BQ_000504,401,512,29577.61,Paiement fournisseur,9,,Validée
505,2024-09-27,TR,PJ_000505,623,401,948.18,Facture fournisseur,9,PROJ_018,Validée
506,2024-09-08,AC,PJ_000506,641,401,32872.71,Maintenance,1,,Validée
507,2024-09-16,OP,PJ_000507,625,401,45602.83,Achats matériaux,3,,Validée
508,2024-09-16,TR,PJ_000508,641,401,4516.88,Achats matériaux,2,PROJ_019,Validée
509,2024-09-13,OP,PJ_000509,615,401,39445.09,Facture fournisseur,7,PROJ_014,Validée
510,2024-09-14,AC,PJ_000510,625,401,18870.09,Services sous-traitance,9,PROJ_001,Brouillon
511,2024-09-09,OP,PJ_000511,625,401,2232.89,Achats matériaux,10,,Validée
512,2024-09-26,VE,PJ_000512,623,401,25221.87,Services sous-traitance,5,PROJ_018,Validée
513,2024-09-22,VE,PJ_000513,606,401,39362.34,Honoraires consultant,4,PROJ_007,Validée
514,2024-09-22,TR,PJ_000514,641,401,1901.41,Facture fournisseur,7,PROJ_006,Validée
515,2024-09-01,AC,PJ_000515,681,401,46239.33,Honoraires consultant,5,PROJ_018,Brouillon
516,2024-09-13,OP,PJ_000516,622,401,41411.16,Maintenance,5,,Brouillon
517,2024-09-27,OP,PJ_000517,606,401,25992.78,Honoraires consultant,10,PROJ_013,Validée
518,2024-09-23,TR,PJ_000518,626,401,47664.34,Achats matériaux,1,PROJ_007,Validée
519,2024-09-17,AC,PJ_000519,626,401,5577.11,Services sous-traitance,3,PROJ_009,Brouillon
520,2024-09-10,TR,PJ_000520,641,401,44276.64,Services sous-traitance,9,,Validée
521,2024-09-15,AC,PJ_000521,681,401,33845.45,Maintenance,7,PROJ_008,Brouillon
522,2024-09-05,VE,PJ_000522,626,401,36753.85,Facture fournisseur,1,PROJ_010,Brouillon
523,2024-09-26,TR,PJ_000523,622,401,18036.43,Maintenance,2,PROJ_011,Validée
524,2024-09-23,OP,PJ_000524,622,401,12564.61,Maintenance,8,PROJ_009,Validée
525,2024-09-01,VE,PJ_000525,681,401,27274.8,Achats matériaux,1,,Validée
526,2024-09-13,VE,PJ_000526,625,401,43591.08,Honoraires consultant,1,PROJ_007,Validée
527,2024-09-26,AC,PJ_000527,625,401,25858.1,Achats matériaux,1,PROJ_017,Pointée
528,2024-09-01,AC,PJ_000528,622,401,1397.14,Facture fournisseur,3,PROJ_011,Validée
529,2024-09-28,VE,PJ_000529,623,401,44137.39,Facture fournisseur,8,PROJ_016,Validée
530,2024-09-12,AC,PJ_000530,641,401,17014.61,Honoraires consultant,3,PROJ_009,Brouillon
531,2024-09-03,VE,PJ_000531,626,401,1161.7,Facture fournisseur,8,,Validée
532,2024-09-02,VE,PJ_000532,626,401,3815.19,Maintenance,9,PROJ_015,Validée
533,2024-09-25,VE,PJ_000533,615,401,49094.51,Honoraires consultant,6,PROJ_010,Validée
534,2024-09-19,VE,PJ_000534,681,401,3965.17,Services sous-traitance,7,PROJ_020,Validée
535,2024-09-11,VE,PJ_000535,622,401,46499.78,Achats matériaux,1,PROJ_002,Validée
536,2024-09-15,TR,PJ_000536,681,401,2908.55,Facture fournisseur,10,PROJ_016,Validée
537,2024-09-07,TR,PJ_000537,606,401,34034.93,Services sous-traitance,5,,Validée
538,2024-09-27,AC,PJ_000538,641,401,8909.11,Maintenance,6,PROJ_017,Validée
539,2024-09-03,VE,PJ_000539,623,401,21941.57,Achats matériaux,5,PROJ_010,Validée
540,2024-09-13,TR,PJ_000540,681,401,35782.49,Services sous-traitance,9,,Validée
541,2024-09-12,OP,PJ_000541,641,401,36355.05,Facture fournisseur,10,PROJ_012,Validée
542,2024-09-23,TR,PJ_000542,606,401,33145.78,Facture fournisseur,3,PROJ_001,Validée
543,2024-09-28,VE,PJ_000543,625,401,23424.18,Services sous-traitance,4,PROJ_010,Validée
544,2024-09-15,TR,PJ_000544,641,401,41171.57,Maintenance,10,PROJ_012,Validée
545,2024-09-08,VE,FA_000545,411,701,14360.87,Facture client,6,PROJ_006,Validée
546,2024-09-03,VE,FA_000546,411,706,125405.76,Facture client,8,PROJ_014,Validée
547,2024-09-06,VE,FA_000547,411,706,70057.89,Facture client,8,PROJ_008,Validée
548,2024-09-07,VE,FA_000548,411,706,149462.07,Facture client,2,PROJ_002,Validée
549,2024-09-01,VE,FA_000549,411,706,90738.34,Facture client,6,PROJ_016,Validée
550,2024-09-12,VE,FA_000550,411,701,55729.49,Facture client,10,PROJ_003,Brouillon
551,2024-09-03,VE,FA_000551,411,706,89962.72,Facture client,1,PROJ_003,Validée
552,2024-09-27,VE,FA_000552,411,706,128885.06,Facture client,5,PROJ_003,Validée
553,2024-09-14,VE,FA_000553,411,701,138324.46,Facture client,4,PROJ_015,Validée
554,2024-09-26,VE,FA_000554,411,706,88875.35,Facture client,5,PROJ_010,Validée
555,2024-09-04,VE,FA_000555,411,701,148695.08,Facture client,3,PROJ_011,Validée
556,2024-09-11,VE,FA_000556,411,706,91037.62,Facture client,3,PROJ_011,Validée
557,2024-09-23,VE,FA_000557,411,701,96593.79,Facture client,5,PROJ_019,Validée
558,2024-09-18,VE,FA_000558,411,701,100931.25,Facture client,10,PROJ_020,Validée
559,2024-09-14,VE,FA_000559,411,701,17468.72,Facture client,2,PROJ_018,Validée
560,2024-09-11,TR,BQ_000560,512,411,105068.29,Encaissement client,9,PROJ_009,Validée
561,2024-09-22,TR,BQ_000561,512,411,39679.25,Encaissement client,7,PROJ_004,Validée
562,2024-09-01,TR,BQ_000562,512,411,143976.44,Encaissement client,6,PROJ_018,Validée
563,2024-09-15,TR,BQ_000563,401,512,95130.72,Paiement fournisseur,2,,Validée
564,2024-09-20,TR,BQ_000564,401,512,7371.79,Paiement fournisseur,8,,Validée
565,2024-09-22,TR,BQ_000565,401,512,91470.24,Paiement fournisseur,8,,Validée
566,2024-09-26,TR,BQ_000566,401,512,19600.65,Paiement fournisseur,5,,Validée
567,2024-09-17,TR,BQ_000567,512,411,185048.43,Encaissement client,10,PROJ_011,Validée
568,2024-10-08,OP,PJ_000568,626,401,5197.97,Maintenance,8,,Validée
569,2024-10-17,TR,PJ_000569,641,401,30538.92,Services sous-traitance,7,PROJ_015,Validée
570,2024-10-27,TR,PJ_000570,681,401,37002.59,Facture fournisseur,3,,Validée
571,2024-10-17,OP,PJ_000571,606,401,31320.21,Honoraires consultant,4,PROJ_012,Validée
572,2024-10-10,OP,PJ_000572,626,401,46929.28,Services sous-traitance,2,,Validée
573,2024-10-02,VE,PJ_000573,626,401,24010.07,Achats matériaux,4,PROJ_020,Pointée
574,2024-10-25,TR,PJ_000574,623,401,48404.19,Services sous-traitance,8,,Validée
575,2024-10-10,AC,PJ_000575,623,401,13194.92,Honoraires consultant,4,,Validée
576,2024-10-18,OP,PJ_000576,681,401,17460.93,Achats matériaux,7,PROJ_014,Validée
577,2024-10-05,VE,PJ_000577,681,401,24185.56,Services sous-traitance,7,,Validée
578,2024-10-10,VE,PJ_000578,625,401,41207.87,Achats matériaux,9,,Validée
579,2024-10-18,TR,PJ_000579,606,401,33527.01,Achats matériaux,7,PROJ_017,Validée
580,2024-10-08,OP,PJ_000580,625,401,18887.63,Achats matériaux,9,PROJ_012,Validée
581,2024-10-28,OP,PJ_000581,681,401,18389.49,Achats matériaux,7,PROJ_008,Validée
582,2024-10-17,VE,PJ_000582,622,401,40983.89,Honoraires consultant,9,PROJ_014,Validée
583,2024-10-04,TR,PJ_000583,606,401,48526.65,Honoraires consultant,6,,Brouillon
584,2024-10-21,TR,PJ_000584,622,401,14292.83,Honoraires consultant,6,PROJ_006,Pointée
585,2024-10-08,VE,PJ_000585,626,401,18872.89,Services sous-traitance,10,PROJ_012,Validée
586,2024-10-05,AC,PJ_000586,641,401,9168.6,Facture fournisseur,5,PROJ_007,Validée
587,2024-10-04,OP,PJ_000587,615,401,532.34,Achats matériaux,1,PROJ_013,Validée
588,2024-10-04,OP,PJ_000588,625,401,23187.02,Facture fournisseur,8,PROJ_018,Brouillon
589,2024-10-23,TR,PJ_000589,622,401,14927.32,Achats matériaux,7,,Validée
590,2024-10-16,VE,PJ_000590,615,401,30955.06,Facture fournisseur,7,PROJ_018,Validée
591,2024-10-18,AC,PJ_000591,626,401,8950.06,Honoraires consultant,7,PROJ_019,Validée
592,2024-10-09,TR,PJ_000592,641,401,23682.34,Honoraires consultant,7,PROJ_001,Brouillon
593,2024-10-09,AC,PJ_000593,623,401,42039.43,Services sous-traitance,2,,Validée
594,2024-10-12,VE,PJ_000594,606,401,36367.62,Facture fournisseur,8,,Validée
595,2024-10-01,VE,PJ_000595,626,401,30733.15,Services sous-traitance,7,,Validée
596,2024-10-26,AC,PJ_000596,681,401,34030.96,Achats matériaux,6,,Validée
597,2024-10-22,AC,PJ_000597,622,401,4833.66,Services sous-traitance,8,,Pointée
598,2024-10-08,TR,PJ_000598,622,401,46693.65,Facture fournisseur,6,PROJ_006,Validée
599,2024-10-06,OP,PJ_000599,623,401,47384.49,Maintenance,6,,Validée
600,2024-10-26,VE,PJ_000600,681,401,23053.15,Facture fournisseur,9,PROJ_014,Validée
601,2024-10-28,TR,PJ_000601,681,401,17328.61,Services sous-traitance,1,,Pointée
602,2024-10-01,TR,PJ_000602,681,401,46806.48,Achats matériaux,4,,Validée
603,2024-10-15,TR,PJ_000603,641,401,8558.15,Honoraires consultant,9,PROJ_003,Validée
604,2024-10-22,VE,PJ_000604,623,401,33264.72,Achats matériaux,3,PROJ_005,Validée
605,2024-10-27,OP,PJ_000605,622,401,3252.47,Maintenance,9,PROJ_015,Validée
606,2024-10-18,OP,PJ_000606,623,401,44830.36,Facture fournisseur,6,,Validée
607,2024-10-26,TR,PJ_000607,606,401,30387.95,Maintenance,6,,Validée
608,2024-10-20,VE,FA_000608,411,701,50312.35,Facture client,10,PROJ_014,Validée
609,2024-10-14,VE,FA_000609,411,706,98513.34,Facture client,9,PROJ_005,Validée
610,2024-10-11,VE,FA_000610,411,701,58154.08,Facture client,7,PROJ_004,Validée
611,2024-10-21,VE,FA_000611,411,706,124937.34,Facture client,8,PROJ_003,Validée
612,2024-10-10,VE,FA_000612,411,701,55751.26,Facture client,8,PROJ_011,Validée
613,2024-10-05,VE,FA_000613,411,701,23823.21,Facture client,7,PROJ_005,Validée
614,2024-10-13,VE,FA_000614,411,701,91910.98,Facture client,9,PROJ_016,Validée
615,2024-10-08,VE,FA_000615,411,706,14542.08,Facture client,7,PROJ_013,Validée
616,2024-10-22,VE,FA_000616,411,706,69296.71,Facture client,9,PROJ_007,Brouillon
617,2024-10-21,VE,FA_000617,411,706,43609.9,Facture client,7,PROJ_020,Validée
618,2024-10-01,VE,FA_000618,411,706,74110.06,Facture client,5,PROJ_015,Validée
619,2024-10-25,VE,FA_000619,411,706,90868.45,Facture client,10,PROJ_015,Validée
620,2024-10-06,VE,FA_000620,411,706,135423.79,Facture client,8,PROJ_015,Validée
621,2024-10-22,VE,FA_000621,411,701,39268.31,Facture client,6,PROJ_017,Validée
622,2024-10-13,VE,FA_000622,411,706,127727.22,Facture client,8,PROJ_015,Validée
623,2024-10-27,TR,BQ_000623,401,512,31196.95,Paiement fournisseur,8,,Validée
624,2024-10-03,TR,BQ_000624,512,411,139047.84,Encaissement client,10,PROJ_017,Validée
625,2024-10-23,TR,BQ_000625,401,512,8102.61,Paiement fournisseur,5,,Validée
626,2024-10-26,TR,BQ_000626,401,512,20315.79,Paiement fournisseur,2,,Validée
627,2024-10-18,TR,BQ_000627,512,411,186339.35,Encaissement client,7,PROJ_012,Validée
628,2024-10-23,TR,BQ_000628,401,512,78489.35,Paiement fournisseur,3,,Validée
629,2024-10-17,TR,BQ_000629,401,512,26990.61,Paiement fournisseur,3,,Validée
630,2024-10-26,TR,BQ_000630,401,512,82393.75,Paiement fournisseur,1,,Validée
631,2024-11-07,AC,PJ_000631,622,401,13139.15,Maintenance,6,PROJ_014,Validée
632,2024-11-15,TR,PJ_000632,681,401,20065.34,Services sous-traitance,4,PROJ_013,Validée
633,2024-11-03,TR,PJ_000633,641,401,11953.34,Services sous-traitance,9,PROJ_002,Brouillon
634,2024-11-24,OP,PJ_000634,615,401,23498.35,Honoraires consultant,9,,Validée
635,2024-11-06,AC,PJ_000635,625,401,26799.05,Honoraires consultant,7,PROJ_011,Brouillon
636,2024-11-23,VE,PJ_000636,681,401,41730.02,Achats matériaux,4,PROJ_006,Validée
637,2024-11-18,VE,PJ_000637,681,401,12850.4,Facture fournisseur,5,PROJ_006,Validée
638,2024-11-27,VE,PJ_000638,622,401,28190.57,Services sous-traitance,1,PROJ_004,Validée
639,2024-11-19,VE,PJ_000639,681,401,17617.4,Services sous-traitance,6,,Validée
640,2024-11-23,OP,PJ_000640,615,401,13663.46,Services sous-traitance,9,PROJ_014,Validée
641,2024-11-17,AC,PJ_000641,641,401,15572.38,Achats matériaux,3,PROJ_005,Validée
642,2024-11-23,TR,PJ_000642,615,401,21151.07,Honoraires consultant,8,PROJ_010,Brouillon
643,2024-11-25,VE,PJ_000643,641,401,34675.08,Facture fournisseur,9,PROJ_020,Validée
644,2024-11-10,OP,PJ_000644,625,401,12073.74,Honoraires consultant,6,PROJ_017,Validée
645,2024-11-02,VE,PJ_000645,615,401,46359.96,Services sous-traitance,1,,Brouillon
646,2024-11-27,VE,PJ_000646,606,401,29370.99,Maintenance,10,PROJ_013,Validée
647,2024-11-22,OP,PJ_000647,622,401,27437.83,Services sous-traitance,8,PROJ_015,Validée
648,2024-11-08,AC,PJ_000648,626,401,5113.21,Services sous-traitance,1,,Validée
649,2024-11-04,AC,PJ_000649,615,401,40956.61,Maintenance,6,PROJ_012,Validée
650,2024-11-23,VE,PJ_000650,641,401,10950.73,Honoraires consultant,4,PROJ_005,Validée
651,2024-11-15,VE,PJ_000651,623,401,20031.33,Services sous-traitance,10,,Validée
652,2024-11-23,TR,PJ_000652,606,401,8118.05,Maintenance,2,PROJ_016,Validée
653,2024-11-22,AC,PJ_000653,622,401,2216.3,Achats matériaux,6,,Brouillon
654,2024-11-20,AC,PJ_000654,641,401,15939.64,Services sous-traitance,3,PROJ_020,Validée
655,2024-11-25,TR,PJ_000655,623,401,7484.83,Achats matériaux,2,,Validée
656,2024-11-11,VE,PJ_000656,623,401,18343.49,Honoraires consultant,2,,Validée
657,2024-11-07,VE,PJ_000657,626,401,6305.37,Services sous-traitance,9,PROJ_019,Pointée
658,2024-11-02,VE,PJ_000658,615,401,22000.89,Achats matériaux,8,PROJ_016,Validée
659,2024-11-07,OP,PJ_000659,681,401,46754.44,Facture fournisseur,7,,Validée
660,2024-11-15,OP,PJ_000660,606,401,41009.83,Facture fournisseur,1,PROJ_010,Validée
661,2024-11-10,TR,PJ_000661,622,401,43345.34,Achats matériaux,8,,Pointée
662,2024-11-03,VE,PJ_000662,622,401,16554.3,Facture fournisseur,6,PROJ_016,Validée
663,2024-11-22,VE,PJ_000663,623,401,21738.59,Facture fournisseur,10,PROJ_008,Validée
664,2024-11-24,VE,PJ_000664,641,401,37480.37,Honoraires consultant,6,,Validée
665,2024-11-20,OP,PJ_000665,606,401,35218.47,Achats matériaux,10,PROJ_012,Validée
666,2024-11-12,VE,PJ_000666,681,401,1878.27,Facture fournisseur,2,PROJ_007,Validée
667,2024-11-01,TR,PJ_000667,681,401,33805.93,Services sous-traitance,2,PROJ_014,Validée
668,2024-11-15,TR,PJ_000668,623,401,44574.02,Honoraires consultant,7,PROJ_010,Validée
669,2024-11-05,VE,PJ_000669,615,401,30245.14,Achats matériaux,6,,Validée
670,2024-11-04,OP,PJ_000670,681,401,36478.52,Honoraires consultant,4,PROJ_001,Validée
671,2024-11-20,VE,FA_000671,411,701,142429.45,Facture client,7,PROJ_013,Validée
672,2024-11-27,VE,FA_000672,411,701,139400.19,Facture client,8,PROJ_019,Validée
673,2024-11-14,VE,FA_000673,411,706,112028.93,Facture client,1,PROJ_013,Validée
674,2024-11-07,VE,FA_000674,411,701,27677.96,Facture client,1,PROJ_009,Validée
675,2024-11-12,VE,FA_000675,411,701,100970.33,Facture client,4,PROJ_008,Validée
676,2024-11-14,VE,FA_000676,411,701,26550.61,Facture client,5,PROJ_003,Validée
677,2024-11-19,VE,FA_000677,411,706,30750.44,Facture client,7,PROJ_008,Validée
678,2024-11-20,VE,FA_000678,411,701,89204.29,Facture client,6,PROJ_002,Validée
679,2024-11-28,VE,FA_000679,411,706,41601.88,Facture client,7,PROJ_001,Validée
680,2024-11-23,VE,FA_000680,411,701,21345.41,Facture client,6,PROJ_011,Validée
681,2024-11-26,VE,FA_000681,411,706,19213.65,Facture client,3,PROJ_001,Validée
682,2024-11-21,VE,FA_000682,411,701,52804.15,Facture client,2,PROJ_020,Validée
683,2024-11-16,VE,FA_000683,411,701,28649.39,Facture client,3,PROJ_005,Validée
684,2024-11-12,VE,FA_000684,411,706,90170.0,Facture client,9,PROJ_007,Validée
685,2024-11-22,VE,FA_000685,411,701,149255.78,Facture client,9,PROJ_020,Validée
686,2024-11-13,TR,BQ_000686,401,512,23643.34,Paiement fournisseur,4,,Validée
687,2024-11-08,TR,BQ_000687,401,512,15264.23,Paiement fournisseur,10,,Validée
688,2024-11-23,TR,BQ_000688,401,512,56430.57,Paiement fournisseur,4,,Validée
689,2024-11-24,TR,BQ_000689,512,411,30041.85,Encaissement client,7,PROJ_014,Validée
690,2024-11-11,TR,BQ_000690,401,512,82906.41,Paiement fournisseur,6,,Validée
691,2024-11-02,TR,BQ_000691,401,512,70484.49,Paiement fournisseur,4,,Validée
692,2024-11-06,TR,BQ_000692,401,512,19622.35,Paiement fournisseur,3,,Validée
693,2024-11-08,TR,BQ_000693,401,512,17890.39,Paiement fournisseur,8,,Validée
694,2024-12-07,AC,PJ_000694,623,401,32227.79,Facture fournisseur,10,PROJ_012,Validée
695,2024-12-21,AC,PJ_000695,681,401,26720.84,Facture fournisseur,9,PROJ_020,Validée
696,2024-12-11,OP,PJ_000696,626,401,46566.8,Achats matériaux,6,PROJ_013,Validée
697,2024-12-28,AC,PJ_000697,615,401,29196.69,Facture fournisseur,6,PROJ_001,Validée
698,2024-12-14,TR,PJ_000698,606,401,3524.68,Services sous-traitance,4,PROJ_015,Validée
699,2024-12-25,VE,PJ_000699,622,401,21033.87,Honoraires consultant,6,PROJ_006,Validée
700,2024-12-25,VE,PJ_000700,606,401,47054.95,Achats matériaux,1,,Validée
701,2024-12-07,VE,PJ_000701,626,401,26500.29,Services sous-traitance,4,,Validée
702,2024-12-28,AC,PJ_000702,623,401,8551.71,Services sous-traitance,6,,Validée
703,2024-12-18,OP,PJ_000703,681,401,43659.7,Honoraires consultant,8,PROJ_018,Validée
704,2024-12-11,VE,PJ_000704,606,401,28509.6,Achats matériaux,3,,Validée
705,2024-12-04,OP,PJ_000705,681,401,30912.8,Achats matériaux,7,PROJ_011,Validée
706,2024-12-12,VE,PJ_000706,615,401,41518.32,Honoraires consultant,7,PROJ_013,Validée
707,2024-12-12,VE,PJ_000707,622,401,2494.13,Honoraires consultant,2,PROJ_005,Validée
708,2024-12-10,AC,PJ_000708,623,401,24323.26,Services sous-traitance,7,PROJ_012,Validée
709,2024-12-01,AC,PJ_000709,641,401,28561.19,Achats matériaux,4,,Validée
710,2024-12-18,OP,PJ_000710,615,401,30173.33,Maintenance,6,,Validée
711,2024-12-27,OP,PJ_000711,623,401,10245.95,Services sous-traitance,2,,Validée
712,2024-12-24,TR,PJ_000712,641,401,27957.01,Achats matériaux,9,PROJ_016,Brouillon
713,2024-12-07,TR,PJ_000713,622,401,30451.93,Facture fournisseur,9,,Validée
714,2024-12-05,VE,PJ_000714,625,401,30415.79,Services sous-traitance,10,PROJ_015,Validée
715,2024-12-27,OP,PJ_000715,615,401,8586.65,Maintenance,3,,Validée
716,2024-12-13,OP,PJ_000716,681,401,47644.56,Achats matériaux,4,PROJ_019,Validée
717,2024-12-13,TR,PJ_000717,625,401,27887.89,Services sous-traitance,9,PROJ_013,Validée
718,2024-12-07,VE,PJ_000718,615,401,5351.38,Facture fournisseur,6,PROJ_005,Validée
719,2024-12-10,VE,PJ_000719,681,401,47325.56,Facture fournisseur,9,PROJ_017,Validée
720,2024-12-14,AC,PJ_000720,623,401,26168.8,Facture fournisseur,7,PROJ_015,Validée
721,2024-12-25,AC,PJ_000721,622,401,7556.55,Maintenance,2,PROJ_019,Validée
722,2024-12-15,TR,PJ_000722,623,401,20977.09,Maintenance,1,,Pointée
723,2024-12-16,TR,PJ_000723,626,401,47857.66,Honoraires consultant,5,,Validée
724,2024-12-15,VE,PJ_000724,641,401,10785.28,Honoraires consultant,2,PROJ_012,Validée
725,2024-12-18,OP,PJ_000725,622,401,31573.4,Services sous-traitance,3,PROJ_014,Pointée
726,2024-12-13,AC,PJ_000726,606,401,11620.54,Services sous-traitance,7,PROJ_019,Validée
727,2024-12-23,TR,PJ_000727,622,401,13996.21,Facture fournisseur,3,PROJ_020,Brouillon
728,2024-12-17,OP,PJ_000728,615,401,47881.25,Services sous-traitance,8,PROJ_013,Validée
729,2024-12-28,TR,PJ_000729,623,401,49828.05,Services sous-traitance,8,,Brouillon
730,2024-12-21,AC,PJ_000730,606,401,21985.58,Facture fournisseur,1,PROJ_019,Validée
731,2024-12-11,TR,PJ_000731,626,401,35185.91,Honoraires consultant,2,PROJ_001,Validée
732,2024-12-07,AC,PJ_000732,623,401,27896.85,Achats matériaux,8,PROJ_008,Validée
733,2024-12-07,TR,PJ_000733,622,401,39120.53,Services sous-traitance,9,PROJ_008,Validée
734,2024-12-13,VE,FA_000734,411,706,71675.48,Facture client,5,PROJ_017,Validée
735,2024-12-02,VE,FA_000735,411,706,50345.83,Facture client,9,PROJ_006,Validée
736,2024-12-06,VE,FA_000736,411,701,22783.23,Facture client,2,PROJ_008,Validée
737,2024-12-21,VE,FA_000737,411,706,76030.93,Facture client,3,PROJ_018,Validée
738,2024-12-20,VE,FA_000738,411,701,67031.17,Facture client,3,PROJ_001,Validée
739,2024-12-13,VE,FA_000739,411,706,79232.96,Facture client,2,PROJ_016,Validée
740,2024-12-19,VE,FA_000740,411,701,123175.28,Facture client,6,PROJ_019,Validée
741,2024-12-10,VE,FA_000741,411,706,35309.92,Facture client,8,PROJ_018,Validée
742,2024-12-13,VE,FA_000742,411,706,92318.83,Facture client,6,PROJ_009,Validée
743,2024-12-07,VE,FA_000743,411,706,111230.03,Facture client,9,PROJ_020,Validée
744,2024-12-24,VE,FA_000744,411,701,66043.8,Facture client,4,PROJ_008,Validée
745,2024-12-09,VE,FA_000745,411,701,51094.87,Facture client,3,PROJ_020,Validée
746,2024-12-05,VE,FA_000746,411,706,89042.69,Facture client,2,PROJ_013,Validée
747,2024-12-13,VE,FA_000747,411,701,110822.04,Facture client,9,PROJ_008,Validée
748,2024-12-14,VE,FA_000748,411,706,17996.4,Facture client,5,PROJ_011,Validée
749,2024-12-10,TR,BQ_000749,401,512,52505.53,Paiement fournisseur,5,,Validée
750,2024-12-10,TR,BQ_000750,401,512,8827.45,Paiement fournisseur,7,,Validée
751,2024-12-02,TR,BQ_000751,401,512,93511.31,Paiement fournisseur,7,,Validée
752,2024-12-08,TR,BQ_000752,401,512,12953.87,Paiement fournisseur,10,,Validée
753,2024-12-19,TR,BQ_000753,401,512,19380.26,Paiement fournisseur,2,,Validée
754,2024-12-20,TR,BQ_000754,512,411,34836.29,Encaissement client,2,PROJ_013,Validée
755,2024-12-26,TR,BQ_000755,401,512,24647.7,Paiement fournisseur,6,,Validée
756,2024-12-03,TR,BQ_000756,512,411,91218.64,Encaissement client,6,PROJ_020,Validée
